Sample	Gene	Impact	CNV
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RPS4XP17		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FAM57A		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GEMIN4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	DBIL5P		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GLOD4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC087392.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MRM3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC087392.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC087392.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	NXN		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC087392.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC087392.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC036164.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TIMM22		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ABR		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR3183		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC016292.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC016292.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC144836.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	BHLHA9		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TRARG1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	YWHAE		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC032044.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CRK		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC032044.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MYO1C		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	INPP5K		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PITPNA-AS1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PITPNA		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLC43A2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SL105P		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SCARF1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RILP		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PRPF8		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC130343.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TLCD2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR22HG		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR22		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	WDR81		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC130343.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SERPINF2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SERPINF1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SMYD4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RPA1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC130689.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC099684.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC099684.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC099684.3		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	DPH1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	OVCA2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC090617.3		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC090617.5		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR132		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR212		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	HIC1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC090617.9		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC090617.4		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC090617.6		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC090617.8		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC090617.7		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MCUR1P1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SL316P		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SUZ12P1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC127024.7		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC127024.3		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC127024.2		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC127024.8		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CRLF3		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC127024.4		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC127024.5		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC127024.6		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC127024.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ATAD5		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC130324.2		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNU6-298P		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC130324.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TEFM		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC130324.3		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ADAP2		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC138207.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SL138P		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC138207.5		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNF135		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC138207.4		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	DPRXP4		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC138207.7		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC138207.3		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC011193.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	C17orf102		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TMEM132E		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC005691.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC005552.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC022903.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCT6B		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ZNF830		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LIG3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RFFL		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC004223.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC004223.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC004223.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC004223.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RAD51D		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNU6-840P		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FNDC8		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	NLE1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	UNC45B		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC022916.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC022916.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC022916.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLC35G3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC022916.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLFN5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC022706.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC060766.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLFN11		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC060766.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC060766.6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC060766.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC060766.7		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC060766.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC060766.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLFN12		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLFN13		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015911.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLFN12L		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015911.8		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015911.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	E2F3P1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015911.7		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015911.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TOMM20P2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015911.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLFN14		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015911.6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015911.9		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015911.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02001		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SNORD7		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PEX12		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AP2B1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC004134.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TAF15		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RASL10B		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GAS2L2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MMP28		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC006237.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	C17orf50		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015849.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015849.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015849.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	HEATR9		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015849.6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015849.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015849.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LRRC37A9P		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RDM1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LYZL6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC244100.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL16		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL14		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC244100.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL15-CCL14		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL15		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC244100.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC244100.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL23		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL18		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243829.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SL301P		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243829.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243829.7		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TBC1D3B		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243829.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL3L1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CCL4L2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243829.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243829.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243829.6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TBC1D3I		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC233699.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TBC1D3G		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TBC1D3H		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNU6-1192P		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TBC1D3F		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TBC1D3J		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ZNHIT3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNA5SP439		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MYO19		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PIGW		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GGNBP2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243732.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	DHRS11		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MRM1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243830.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243830.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243830.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LHX1-DT		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LHX1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243773.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AATF		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC243773.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC244093.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR2909		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC244093.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC244093.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC244093.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	HMGB1P24		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC244093.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	NETO1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC023301.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNA5SP460		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR548AV		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC091138.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC079062.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02582		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC079070.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SL401P		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC090125.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC010947.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FBXO15		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TIMM21		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNA5SP474		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PCNA		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CDS2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	UBE2D3P1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PROKR2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNA5-8SP7		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL121757.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC00658		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL121757.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC00654		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL109935.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01729		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RPS18P1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL109935.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GPCPD1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	EIF4EP1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SHLD1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNU1-55P		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CHGB		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	KANK1P1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TRMT6		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MCM8		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL035461.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MCM8-AS1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL035461.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SL498P		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CRLS1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LRRN4		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL118505.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FERMT1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TARDBPP1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL109618.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL109618.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL109618.3		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CASC20		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01713		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	BMP2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL096799.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01428		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL080248.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01751		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01706		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR8062		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SL547P		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL031679.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL021879.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL954722.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PLCXD1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GTPBP6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC00685		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PPP2R3B		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL732314.6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL732314.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FABP5P13		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	KRT18P53		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SHOX		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL672277.1		2.0
