Sample	Gene	Impact	CNV
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	DOCK2	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	DPF1	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	DST	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	ECPAS	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	EDARADD	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	EDN1	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	EMILIN3	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	ESF1	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	EYS	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	FAM117B	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	KCNC2	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	KLB	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	KMT2C	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	KRT222	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	MAP2K1	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	MBOAT2	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	MGA	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	NBAS	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	NEB	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	NSRP1	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	OBSCN	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	PLXNB1	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	POFUT1	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	PPM1J	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	PPP1R16B	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	RBL2	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	RP1	MODERATE	3.0
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	RXFP2	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	SCEL	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	SEC24B	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	SLCO5A1	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	SLFN11	HIGH	2.0
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	SOX6	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	SVEP1	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	TRANK1	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	TTN	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	Unknown	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	VIRMA	MODERATE	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	YES1	HIGH	
PM12_Z4_2_Case--PM12_EBC2_2_Ctrl	ZAN	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	H6PD	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	SLC44A5	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	LAMC1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	SLC45A3	HIGH	
PM0_Tissue_LM2_A--PM0_D11	BECN2	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	DIRC1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	SLC38A3	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	MYNN	HIGH	
PM0_Tissue_LM2_A--PM0_D11	LOX	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	HNRNPA0	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	C6orf62	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	NR2E1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	METTL24	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	RADIL	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	OR9A4	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	PIWIL2	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	FAM205C	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	CRAT	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	ABCA2	HIGH	
PM0_Tissue_LM2_A--PM0_D11	SLC5A12	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	SLCO2B1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	AMOTL1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	CMKLR1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	GALC	HIGH	
PM0_Tissue_LM2_A--PM0_D11	CHRNA3	HIGH	
PM0_Tissue_LM2_A--PM0_D11	CPD	MODERATE	4.0
PM0_Tissue_LM2_A--PM0_D11	TMC8	HIGH	
PM0_Tissue_LM2_A--PM0_D11	TBCD	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	ECSIT	HIGH	8.0
PM0_Tissue_LM2_A--PM0_D11	LIG1	MODERATE	5.0
PM0_Tissue_LM2_A--PM0_D11	SHANK1	MODERATE	8.0
PM0_Tissue_LM2_A--PM0_D11	C19orf84	MODERATE	5.0
PM0_Tissue_LM2_A--PM0_D11	ZNF578	MODERATE	3.0
PM0_Tissue_LM2_A--PM0_D11	NLRP4	MODERATE	4.0
PM0_Tissue_LM2_A--PM0_D11	MRPS26	HIGH	
PM0_Tissue_LM2_A--PM0_D11	ZNFX1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	CTTNBP2	HIGH	
PM0_Tissue_LM2_A--PM0_D11	CYP4F11	MODERATE	6.0
PM0_Tissue_LM2_A--PM0_D11	DCC	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	DIAPH2	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	EPS15L1	MODERATE	6.0
PM0_Tissue_LM2_A--PM0_D11	FHL1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	FOXA1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	LRRK2	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	LTBP1	HIGH	
PM0_Tissue_LM2_A--PM0_D11	MAP7	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	OBSCN	HIGH	
PM0_Tissue_LM2_A--PM0_D11	OVCH1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	RB1	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	RIN3	MODERATE	
PM0_Tissue_LM2_A--PM0_D11	TTC37	HIGH	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	CASZ1	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	MPL	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	CUL3	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	CNOT10	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	DHX30	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	DNAH1	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	IRX2	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	PIK3R1	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	TIFAB	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	GSTA4	HIGH	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	DNLZ	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	HELLS	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	KIF18A	MODERATE	5.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	OR5T3	HIGH	6.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	OR5AR1	MODERATE	7.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	INTS5	MODERATE	10.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	VPS51	MODERATE	4.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	MSANTD4	MODERATE	3.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	KIF21A	HIGH	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	TAOK3	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	SLC25A15	MODERATE	7.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	CGRRF1	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	BCL11B	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	CSNK2A2	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	BRIP1	MODERATE	32.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	RFXANK	HIGH	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	AXL	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	PPFIA3	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	ADRA1D	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	TOB2	HIGH	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	WNK3	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	AMOT	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	C8orf34	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	CDH8	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	CDHR3	HIGH	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	DNAH10	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	JPH2	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	KCNH5	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	KMT2D	HIGH	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	OR4P4	MODERATE	6.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	RAB11FIP2	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	RASAL2	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	RTL10	HIGH	8.0
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	RYR2	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	THAP5	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	TP53	MODERATE	
PM1024-Z1-1-Case-WGS--PM1024-EBC2-1-WGS	Unknown	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ZNF683	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ZYG11B	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	LRIF1	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	KIRREL1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CD1E	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	OR10X1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	OR6N1	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	LY9	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	UHMK1	HIGH	3.0
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	PSEN2	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CGREF1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	INO80B	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	NT5DC4	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	RFTN1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SEMA5B	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ETNPPL	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	EDNRA	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SLC6A18	MODERATE	4.0
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	AGXT2	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SNX18	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CMYA5	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	MICA	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	PNRC1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	TAS2R3	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	TRBV17	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	VIRMA	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	MTBP	MODERATE	4.0
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	FOCAD	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ANKRD18A	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ATP5F1C	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	FFAR4	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	IGSF9B	MODERATE	2.0
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	MFSD5	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	IL22	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	OGFOD2	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CCDC168	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SLC7A7	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	PSMB5	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	DNAAF2	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	KLF13	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	TRIM69	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ARID3B	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	MFGE8	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	KRT35	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	METTL4	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	MYO5B	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CTDP1	MODERATE	2.0
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SNAPC2	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ANGPTL6	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CEACAM4	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	STRN4	MODERATE	2.0
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SIRPG	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	RTN4R	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SEC14L4	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	KIAA0930	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	RTL3	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SLITRK4	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ABCG5	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ADGRL3	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	AKR1E2	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ALG13	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ALKAL2	MODERATE	4.0
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ALPK2	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ANKRD44	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	APOB	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ARID1A	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ASZ1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	BRCA2	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	C1QL4	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CAB39	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CACNA1D	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CDH18	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CHD6	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CHMP1B	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	CLPTM1L	MODERATE	4.0
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	COP1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	DOCK2	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	DPF1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	DSC3	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	EDARADD	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	EDN1	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	EMILIN3	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ESF1	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	EYS	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	FAM117B	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	FAM184B	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	FIZ1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	KCNC2	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	KCNQ5	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	KLB	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	KMT2C	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	KRT222	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	LHPP	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	LINC02199	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	MAP2K1	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	MBOAT2	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	MGA	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	NBAS	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	NEB	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	NSRP1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	OBSCN	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	PLXNB1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	POFUT1	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	PPM1J	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	PPP1R16B	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	RBL2	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	RXFP2	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SCEL	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SLC2A14	MODERATE	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SLFN11	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	SMARCA2	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	TRIO	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	TTN	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	Unknown	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	YES1	HIGH	
PM12_Z13_1_Case--PM12_EBC2_2_Ctrl	ZAN	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CASZ1	HIGH	2.0
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	UFC1	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PRRX1	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	BRINP2	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	KCNK2	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	LEFTY1	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CIR1	HIGH	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	SUMF1	HIGH	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CELSR3	HIGH	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	IGSF10	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TNIK	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CCDC50	HIGH	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TMEM165	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	EIF4EBP3	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MICB	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ITPR3	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ZNF292	HIGH	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	C7orf61	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ASB15	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ZNF212	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	DNTT	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MFSD13A	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	SPON1	HIGH	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CD6	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TENM4	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	DYNC2H1	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	VSIG10L2	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ITPR2	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	MON2	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	OTOGL	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	USP3	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	PITPNM3	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	TP53	HIGH	1.0
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ANO8	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	THOC5	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	P2RY8	MODERATE	4.0
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	DCAF12L1	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ADGRG4	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ADGRB2	MODERATE	10.0
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CCDC7	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	CCDC88C	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	UBE3A	HIGH	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	Unknown	MODERATE	
PM1207-Z4-1-Case-WGS--PM1207-EBC2-1-Ctrl-WGS	ZNF831	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	H6PD	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	LAMC1	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	SLC45A3	HIGH	
PM0_Tissue_LM1_A--PM0_D11	BECN2	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	SLC38A3	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	MYNN	HIGH	
PM0_Tissue_LM1_A--PM0_D11	PCDH10	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	NKD2	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	TTC37	HIGH	
PM0_Tissue_LM1_A--PM0_D11	LOX	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	HNRNPA0	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	RANBP17	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	C6orf62	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	NR2E1	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	METTL24	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	OR9A4	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	TRPV6	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	PIWIL2	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	FAM205C	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	CRAT	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	ABCA2	HIGH	
PM0_Tissue_LM1_A--PM0_D11	UBQLN3	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	SLCO2B1	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	AMOTL1	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	LTBR	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	CMKLR1	MODERATE	
PM0_Tissue_LM1_A--PM0_D11	RB1	MODERATE	
